,name,ratings,review_count,ctype,years,hq,employees
1043,Star Cement,4,(566 Reviews),Public,22 years old,"Kolkata,West Bengal + 46 more",1k-5k Employees (India)
1044,VeeTechnologies,3.7,(566 Reviews),Private,23 years old,New York + 16 more,1k-5k Employees (India)
1045,Willis Towers Wa...,4,(565 Reviews),Private,7 years old,London + 14 more,1k-5k Employees (India)
1046,National Health ...,3.7,(564 Reviews),Private,18 years old,"Guwahati,Assam + 186 more",10k-50k Employees (India)
1047,Suzuki Motorcycl...,4.1,(563 Reviews),Private,114 years old,Hamamatsu + 86 more,1k-5k Employees (India)
1048,Gharda Chemicals,4.1,(562 Reviews),Private,56 years old,"Mumbai,Maharashtra + 39 more",1k-5k Employees (India)
1049,Indira IVF Hospi...,4,(562 Reviews),Private,8 years old,"Udaipur,Rajasthan + 76 more",1k-5k Employees (India)
1050,Knorr-Bremse,4.1,(561 Reviews),Private,10 years old,Munich + 18 more,501-1k Employees (India)
1051,DLF,4,(559 Reviews),Public,77 years old,"Gurgaon/Gurugram,Haryana + 23 more",1k-5k Employees (India)
1052,Varroc Polymers,3.9,(559 Reviews),Private,28 years old,"Aurangabad,Maharashtra + 28 more",201-500 Employees (India)
1053,Rashmi Metaliks,3.6,(558 Reviews),Private,19 years old,"Kolkata,West Bengal + 18 more",10k-50k Employees (India)
1054,Amara Raja Group,4.1,(558 Reviews),Public,38 years old,"Bangalore/Bengaluru,Karnataka + 45 more",10k-50k Employees (India)
1055,Greenko Group,3.8,(556 Reviews),Private,19 years old,Hyderabad + 45 more,1k-5k Employees (India)
1056,DAV Public Schoo...,4,(556 Reviews),Private,137 years old,"Delhi/NCR,New Delhi + 122 more",1 Lakh+ Employees (India)
1057,Renew Solar Powe...,4.3,(555 Reviews),Private,12 years old,Gurgaon + 50 more,1k-5k Employees (India)
1058,Aarvi Encon,3.9,(554 Reviews),Public,36 years old,"Mumbai,Maharashtra + 68 more",1k-5k Employees (India)
1059,General Mills,4.3,(553 Reviews),Private,95 years old,"Minneapolis,Minnesota + 35 more",1k-5k Employees (India)
1060,Federal Bank,3.9,(552 Reviews),Public,92 years old,"Aluva,Kerala + 103 more",10k-50k Employees (India)
1061,Navayuga Enginee...,4.1,(551 Reviews),Private,124 years old,"Hyderabad/Secunderabad,Telangana + 54 more",501-1k Employees (India)
1062,Carnival Cruise ...,4.5,(551 Reviews),Public,51 years old,"Miami,Florida + 19 more",1k-5k Employees (India)
1063,Page Industries,4.3,(551 Reviews),Public,29 years old,"Bangalore/Bengaluru,Karnataka + 59 more",10k-50k Employees (India)
1064,Bridge & Roof Co,3.6,(550 Reviews),Central Public Sector Enterprises (CPSE),103 years old,"Kolkata,West Bengal + 56 more",1k-5k Employees (India)
1065,Orchids Internat...,3,(550 Reviews),Private,19 years old,"Nasik/Nashik,Maharashtra + 22 more",1k-5k Employees (India)
1066,Timken,4,(548 Reviews),Public,25 years old,"Bangalore/Bengaluru,Karnataka + 30 more",1k-5k Employees (India)
1067,Medusind Solutio...,3.9,(548 Reviews),Private,21 years old,"Mumbai,Maharashtra + 6 more",1k-5k Employees (India)
1068,FOCUS EDUMATICS,3,(547 Reviews),Private,24 years old,"Bangalore/Bengaluru,Karnataka + 5 more",5k-10k Employees (India)
1069,Prodapt,3.9,(547 Reviews),Private,24 years old,"Chennai,Tamil Nadu + 9 more",1k-5k Employees (India)
1070,Hindustan Sanita...,4.1,(546 Reviews),Public,63 years old,"Gurgaon/Gurugram,Haryana + 53 more",1k-5k Employees (India)
1071,Kohler,3.9,(545 Reviews),Private,150 years old,"Kohler,Wisconsin + 32 more",1k-5k Employees (India)
1072,Artech Infosyste...,3.6,(545 Reviews),Private,31 years old,"Morristown,New Jersey + 17 more",1k-5k Employees (India)
1073,Allscripts,4.2,(544 Reviews),Private,41 years old,"Chicago,Illinois + 4 more",1k-5k Employees (India)
1074,ICA Edu Skills,3.7,(544 Reviews),Private,24 years old,"Kolkata,West Bengal + 105 more",1k-5k Employees (India)
1075,Genpact Headstro...,3.8,(544 Reviews),Private,25 years old,"New Delhi,New Delhi + 14 more",1k-5k Employees (India)
1076,Capital Numbers ...,4.7,(543 Reviews),Private,11 years old,"Kolkata,West Bengal + 4 more",501-1k Employees (India)
1077,Lakshmi Machine ...,4,(543 Reviews),Public,61 years old,"Coimbatore,Tamil Nadu + 17 more",1k-5k Employees (India)
1078,Musashi Auto Par...,3.9,(543 Reviews),Private,85 years old,"Gurgaon/Gurugram,Haryana + 12 more",1k-5k Employees (India)
1079,Otis Elevator,4.1,(543 Reviews),Private,170 years old,"Farmington,Connecticut + 52 more",1k-5k Employees (India)
1080,Sanden Vikas,3.8,(542 Reviews),Private,41 years old,"Faridabad,Haryana + 18 more",1k-5k Employees (India)
1081,Kotak Mahindra P...,4,(542 Reviews),Public,27 years old,"Mumbai,Maharashtra + 92 more",10k-50k Employees (India)
1082,Leadec India,3.9,(542 Reviews),Private,61 years old,Stuttgart + 40 more,1k-5k Employees (India)
1083,Test Yantra Soft...,3.5,(540 Reviews),Public,16 years old,"Bangalore/Bengaluru,Karnataka + 12 more",1k-5k Employees (India)
1084,GirnarSoft,3.8,(540 Reviews),Private,16 years old,"Jaipur,Rajasthan + 39 more",1k-5k Employees (India)
1085,Amazon Services,4.3,(539 Reviews),Hyderabad/Secunderabad + 38 more,,,
1086,Michelin,4,(539 Reviews),Private,14 years old,Clermont-Ferrand + 37 more,1k-5k Employees (India)
1087,Ageas Federal Li...,3.6,(539 Reviews),Private,15 years old,"Mumbai,Maharashtra + 104 more",501-1k Employees (India)
1088,OCS Group,3.9,(539 Reviews),Private,27 years old,"Mumbai,Maharashtra + 40 more",10k-50k Employees (India)
1089,Rupeek,3.7,(538 Reviews),Private,8 years old,"Bangalore,Karnataka + 52 more",1k-5k Employees (India)
1090,Aspire Systems,4,(538 Reviews),Private,27 years old,Oak Brook + 11 more,1k-5k Employees (India)
1091,Grant Thornton,3.7,(538 Reviews),Private,99 years old,"Chicago,Illinois + 37 more",5k-10k Employees (India)
1092,Aparna Construct...,4.1,(538 Reviews),Private,27 years old,"Hyderabad/Secunderabad,Telangana + 13 more",1k-5k Employees (India)
1093,Ugam Solution,3.6,(537 Reviews),Private,23 years old,"Mumbai,Maharashtra + 11 more",1k-5k Employees (India)
1094,Defence Research...,4.5,(536 Reviews),Private,65 years old,"Delhi/NCR,New Delhi + 35 more",10k-50k Employees (India)
1095,SFO Technologies,3.6,(535 Reviews),Private,33 years old,"Kochi/Cochin,Kerala + 10 more",1k-5k Employees (India)
1096,Steag Energy Ser...,4.1,(534 Reviews),Private,23 years old,"Essen,Essen + 29 more",1k-5k Employees (India)
1097,Indiabulls Ventu...,3.5,(534 Reviews),Public,28 years old,"Mumbai,Maharashtra + 72 more",1k-5k Employees (India)
1098,IDFC FIRST Bhara...,4.2,(533 Reviews),Tiruchirappalli + 186 more,5k-10k Employees (India),7 years old,
1099,More Supermarket...,3.9,(530 Reviews),Mumbai + 93 more,10k-50k Employees (India),16 years old,
1100,Kurlon,4.4,(530 Reviews),Private,61 years old,"Bangalore/Bengaluru,Karnataka + 77 more",1k-5k Employees (India)
1101,Webhelp,3.9,(529 Reviews),Private,23 years old,Paris + 9 more,1k-5k Employees (India)
1102,NetAmbit,3.4,(529 Reviews),Private,23 years old,"Noida,Uttar Pradesh + 66 more",501-1k Employees (India)
1103,L&T Power,3.9,(528 Reviews),Public,17 years old,"Mumbai,Maharashtra + 78 more",1k-5k Employees (India)
1104,ICCS,3.2,(528 Reviews),Private,18 years old,"Delhi/NCR,Delhi + 17 more",501-1k Employees (India)
1105,OLX,3.9,(527 Reviews),Private,17 years old,"Gurgaon,Haryana + 40 more",1k-5k Employees (India)
1106,Skill Lync,3.2,(527 Reviews),"Palo Alto,California + 9 more",201-500 Employees (India),8 years old,
1107,J B Chemicals An...,3.9,(526 Reviews),Public,47 years old,"Mumbai,Maharashtra + 56 more",1k-5k Employees (India)
1108,LEAD School,3.3,(526 Reviews),"Mumbai,Maharashtra + 58 more",1k-5k Employees (India),10 years old,
1109,Eveready Industr...,4.1,(526 Reviews),Public,89 years old,"Kolkata,West Bengal + 56 more",1k-5k Employees (India)
1110,Athena BPO,3.3,(526 Reviews),Private,4 years old,"Mumbai,Maharashtra + 21 more",201-500 Employees (India)
1111,Temenos,3.2,(526 Reviews),Private,30 years old,"Geneva,Switzerland + 6 more",1k-5k Employees (India)
1112,The Lalit,4,(526 Reviews),Private,42 years old,New Delhi + 27 more,1k-5k Employees (India)
1113,J B Chemicals An...,3.9,(526 Reviews),Public,47 years old,"Mumbai,Maharashtra + 56 more",1k-5k Employees (India)
1114,Kalpataru Group,3.7,(525 Reviews),Private,54 years old,"Mumbai,Maharashtra + 47 more",1k-5k Employees (India)
1115,Flash Electronic...,3.5,(525 Reviews),Private,34 years old,"Pune,Maharashtra + 15 more",1k-5k Employees (India)
1116,Crowne Plaza,4.1,(525 Reviews),Public,40 years old,"Atlanta,Georgia + 27 more",501-1k Employees (India)
1117,Schlumberger,4.3,(524 Reviews),Private,97 years old,"Houston,Texas + 26 more",5k-10k Employees (India)
1118,Bharti Infratel,4.5,(523 Reviews),Public,17 years old,"Gurgaon/Gurugram,Haryana + 63 more",1k-5k Employees (India)
1119,Velocis Systems,4,(523 Reviews),Private,28 years old,"Noida,Uttar Pradesh + 37 more",1k-5k Employees (India)
1120,Cult.fit,3.7,(522 Reviews),Private,7 years old,"Bangalore,Karnataka + 30 more",1k-5k Employees (India)
1121,Reliance Power,4.2,(522 Reviews),Public,28 years old,"Navi Mumbai,Maharashtra + 27 more",1k-5k Employees (India)
1122,Volvo,4.3,(521 Reviews),Private,25 years old,"Gothenburg,Gothenburg + 33 more",1k-5k Employees (India)
1123,T-SYSTEMS ICT IN...,4,(521 Reviews),Public,7 years old,Frankfurt + 7 more,1k-5k Employees (India)
1124,Royal Sundaram G...,4,(520 Reviews),JV,22 years old,"Chennai,Tamil Nadu + 83 more",1k-5k Employees (India)
1125,Arohan Financial...,3.9,(517 Reviews),Private,17 years old,"Kolkata,West Bengal + 125 more",5k-10k Employees (India)
1126,Pacific BPO,3.7,(517 Reviews),Private,13 years old,"Noida,Uttar Pradesh + 9 more",1k-5k Employees (India)
1127,Lumen Technologi...,3.9,(517 Reviews),"Monroe,Louisiana + 11 more",1k-5k Employees (India),93 years old,
1128,Collins Aerospa...,4,(517 Reviews),Private,5 years old,"Charlotte,North Carolina + 4 more",1k-5k Employees (India)
1129,Magna Infotech,3.3,(516 Reviews),Private,26 years old,Bangalore + 37 more,1k-5k Employees (India)
1130,Trimax IT Infras...,3.4,(516 Reviews),Private,28 years old,"Mumbai,Maharashtra + 65 more",1k-5k Employees (India)
1131,Aditya Birla Fin...,3.9,(516 Reviews),Private,11 years old,"Mumbai,Maharashtra + 91 more",10k-50k Employees (India)
1132,Lowe's,4.3,(516 Reviews),Private,77 years old,Mooresville + 4 more,1k-5k Employees (India)
1133,Hitachi Payment ...,3.9,(516 Reviews),Private,15 years old,"Mumbai,Maharashtra + 30 more",1k-5k Employees (India)
1134,Ivrcl Infrastruc...,4.3,(516 Reviews),Public,36 years old,"Hyderabad/Secunderabad,Telangana + 50 more",1k-5k Employees (India)
1135,Knight Frank,4.2,(515 Reviews),Private,127 years old,London + 36 more,501-1k Employees (India)
1136,Shilpa Medicare,3.6,(515 Reviews),Public,36 years old,"Raichur,Karnataka + 23 more",1k-5k Employees (India)
1137,Tanishq,4.2,(515 Reviews),Private,29 years old,"Bangalore/Bengaluru,Karnataka + 127 more",1 Lakh+ Employees (India)
1138,Investors Clinic,3.9,(515 Reviews),"Noida,Uttar Pradesh + 21 more",1k-5k Employees (India),14 years old,
1139,bnp paribas indi...,4,(513 Reviews),Paris + 7 more,10k-50k Employees (India),175 years old,
1140,Asirvad Microfin...,3.9,(513 Reviews),Private,16 years old,"Chennai,Tamil Nadu + 157 more",5k-10k Employees (India)
1141,Nityo Infotech,3.3,(513 Reviews),Private,17 years old,Plainsboro New Jersey + 25 more,501-1k Employees (India)
1142,Netscribes,3,(512 Reviews),Private,23 years old,"New York,New York + 4 more",1k-5k Employees (India)
1143,ValueMomentum,3.5,(512 Reviews),Private,23 years old,"Piscataway,New Jersey + 5 more",1k-5k Employees (India)
1144,Pristyn Care,3.6,(512 Reviews),Private,5 years old,"Delhi,NCT + 21 more",1k-5k Employees (India)
1145,H.G. Infra Engin...,4.3,(511 Reviews),Public,20 years old,"Jaipur,Rajasthan + 55 more",1k-5k Employees (India)
1146,Westside,4.1,(511 Reviews),Private,25 years old,Mumbai + 79 more,5k-10k Employees (India)
1147,NetCracker,3.3,(510 Reviews),Private,30 years old,Waltham + 6 more,5k-10k Employees (India)
1148,Transsion,4.3,(510 Reviews),Public,17 years old,Shenzhen + 53 more,501-1k Employees (India)
1149,Samsung Research,3.4,(509 Reviews),Private,54 years old,Seocho-gu + 7 more,1k-5k Employees (India)
1150,Signify,3.8,(509 Reviews),Amsterdam + 59 more,1k-5k Employees (India),93 years old,
1151,NBC Bearings,4,(507 Reviews),Public,77 years old,"Jaipur,Rajasthan + 22 more",1-10 Employees (India)
1152,Hitachi Systems ...,3.9,(507 Reviews),Private,32 years old,"Chiyoda City,Tokyo + 66 more",1k-5k Employees (India)
1153,IMPACT Infotech,3.6,(507 Reviews),Private,29 years old,"Pune,Maharashtra + 49 more",501-1k Employees (India)
1154,Electrosteel Ste...,4.2,(506 Reviews),Public,17 years old,Jharkhand + 14 more,501-1k Employees (India)
1155,Tata Consumer Pr...,3.9,(506 Reviews),Public,61 years old,"Mumbai,Maharashtra + 110 more",1k-5k Employees (India)
1156,Zoho,4.3,(505 Reviews),Private,27 years old,Chennai + 17 more,10k-50k Employees (India)
1157,ACTE,4.8,(505 Reviews),"Chennai,Tamil Nadu + 9 more",1-10 Employees (India),12 years old,
1158,First Advantage,3.8,(504 Reviews),Private,20 years old,"Atlanta,Georgia + 11 more",1k-5k Employees (India)
1159,Kutumbh Care,4,(503 Reviews),Private,16 years old,"Noida,Uttar Pradesh + 131 more",5k-10k Employees (India)
1160,Redington,4,(503 Reviews),Public,24 years old,"Dubai,Dubai + 44 more",1k-5k Employees (India)
1161,Acuity Knowledge...,3.7,(503 Reviews),London + 7 more,1k-5k Employees (India),21 years old,
1162,Denave,4,(503 Reviews),Private,24 years old,"Noida,Uttar Pradesh + 50 more",501-1k Employees (India)
1163,SBFC Finance,3.8,(502 Reviews),Private,6 years old,"Mumbai,Maharashtra + 126 more",501-1k Employees (India)
1164,Lumina Datamatic...,3.6,(502 Reviews),Private,48 years old,"Mumbai,Maharashtra + 10 more",1k-5k Employees (India)
1165,Capri Global Cap...,4,(501 Reviews),Public,26 years old,"Mumbai,Maharashtra + 132 more",1k-5k Employees (India)
1166,Jaya Hind Indust...,3.7,(501 Reviews),Public,76 years old,"Pune,Maharashtra + 15 more",1k-5k Employees (India)
1167,Chennai Radha En...,3.9,(501 Reviews),Private,18 years old,"Chennai,Tamil Nadu + 33 more",5k-10k Employees (India)
1168,GE Healthcare,4.2,(501 Reviews),Private,29 years old,Chicago + 24 more,1k-5k Employees (India)
1169,Caparo Engineeri...,3.8,(501 Reviews),"Gurgaon/Gurugram,Haryana + 32 more",51-200 Employees (India),55 years old,
1170,Stanza Living,2.9,(500 Reviews),Private,6 years old,"Delhi,NCT + 22 more",501-1k Employees (India)
1171,Rallis India,4.3,(499 Reviews),Public,75 years old,"Mumbai,Maharashtra + 76 more",1k-5k Employees (India)
1172,Apollo Munich He...,3.9,(499 Reviews),Public,16 years old,Gurgaon + 108 more,1k-5k Employees (India)
1173,EMERSON PROCESS ...,3.9,(499 Reviews),Public,133 years old,"St. Louis,Missouri + 25 more",1k-5k Employees (India)
1174,Allianz,4.3,(498 Reviews),Private,133 years old,Munich + 13 more,10k-50k Employees (India)
1175,Ingram Micro,4,(498 Reviews),Private,44 years old,"Irvine,California + 39 more",1k-5k Employees (India)
1176,Primus Global Te...,4.3,(498 Reviews),Private,21 years old,"Irving,Texas + 22 more",11-50 Employees (India)
1177,Advik Hi Tech,3.7,(497 Reviews),Private,23 years old,"Pune,Maharashtra + 16 more",1k-5k Employees (India)
1178,AuthBridge Resea...,3.5,(497 Reviews),Private,18 years old,"Gurgaon,Haryana + 11 more",501-1k Employees (India)
1179,Ukb Electronics,4.4,(495 Reviews),Private,27 years old,"Noida,Uttar Pradesh + 12 more",1k-5k Employees (India)
1180,Quest Retail,4.3,(495 Reviews),Private,18 years old,"Gurgaon/Gurugram,Haryana + 58 more",501-1k Employees (India)
1181,CNH Industrial,4.2,(495 Reviews),Public,10 years old,London + 44 more,1k-5k Employees (India)
1182,RAMTeCH Software...,3.8,(495 Reviews),Private,31 years old,"Noida,Uttar Pradesh + 26 more",1k-5k Employees (India)
1183,Eris Lifescience...,3.9,(494 Reviews),Public,16 years old,"Ahmedabad,Gujarat + 67 more",1k-5k Employees (India)
1184,Zydus Wellness,3.1,(494 Reviews),Public,35 years old,Ahmedabad + 67 more,1k-5k Employees (India)
1185,Xebia,3.8,(494 Reviews),Private,22 years old,"Hilversum,Hilversum + 10 more",1k-5k Employees (India)
1186,Ebix Software In...,3.4,(494 Reviews),Public,47 years old,"Atlanta,Georgia + 28 more",1k-5k Employees (India)
1187,NoBrokerHOOD,3.5,(494 Reviews),Bengaluru/Bangalore + 22 more,,501-1k Employees (India),
1188,Jain Irrigation ...,4,(493 Reviews),Public,60 years old,"Jalgaon,Maharashtra + 73 more",51-200 Employees (India)
1189,Bitwise Solution...,4.4,(493 Reviews),Private,27 years old,"Schaumburg,Chicago + 1 more",501-1k Employees (India)
1190,Deepak Fertilis...,3.8,(493 Reviews),Public,44 years old,"Pune,Maharashtra + 36 more",1k-5k Employees (India)
1191,AVEVA,4.3,(493 Reviews),Private,56 years old,"Cambridge,Cambridgeshire + 8 more",1k-5k Employees (India)
1192,CreditAccess Gra...,4.2,(492 Reviews),Public,24 years old,"Bangalore/Bengaluru,Karnataka + 145 more",10k-50k Employees (India)
1193,Finolex Cables,3.8,(492 Reviews),Public,67 years old,Pune + 57 more,5k-10k Employees (India)
1194,Svatantra Microf...,4.3,(492 Reviews),Private,11 years old,"Mumbai,Maharashtra + 184 more",1k-5k Employees (India)
1195,Engineers India,4.3,(491 Reviews),Public,58 years old,"Delhi/NCR,New Delhi + 45 more",1k-5k Employees (India)
1196,City Union Bank,3.4,(491 Reviews),Public,119 years old,"Thanjavur,Tamil Nadu + 98 more",1k-5k Employees (India)
1197,HSBC Bank,4.4,(491 Reviews),Hyderabad/Secunderabad + 27 more,,,
1198,Rebel Foods,3.7,(491 Reviews),Private,11 years old,"Mumbai,Maharashtra + 48 more",5k-10k Employees (India)
1199,Innodata Isogen,3.1,(489 Reviews),Private,26 years old,"New Jersey,New Jersey + 6 more",1k-5k Employees (India)
1200,Rodic Consultant...,4.3,(489 Reviews),Private,23 years old,"Delhi/NCR,Delhi + 82 more",501-1k Employees (India)
1201,Sharda Motor Ind...,3.9,(487 Reviews),Public,37 years old,"Delhi/NCR,Delhi + 23 more",1k-5k Employees (India)
1202,McDermott Intern...,4.2,(486 Reviews),Public,100 years old,"Houston,Texas + 22 more",1k-5k Employees (India)
1203,Royal Caribbean ...,4.6,(485 Reviews),Public,54 years old,"Miami,Florida + 13 more",501-1k Employees (India)
1204,IFFCO,3.9,(485 Reviews),Private,56 years old,"Delhi/NCR,Delhi + 64 more",1k-5k Employees (India)
1205,Gayatri Projects,3.9,(485 Reviews),Public,60 years old,"Hyderabad/Secunderabad,Telangana + 65 more",1k-5k Employees (India)
1206,TCNS Clothing Co...,4.1,(484 Reviews),Public,22 years old,"Delhi/NCR,Delhi + 82 more",501-1k Employees (India)
1207,Neeyamo Enterpri...,3.7,(484 Reviews),Private,14 years old,"Chennai,Tamil Nadu + 5 more",1k-5k Employees (India)
1208,Amphenol Interco...,4.2,(484 Reviews),Private,51 years old,"Pune,Maharashtra + 7 more",51-200 Employees (India)
1209,Edubridge Learni...,3.8,(484 Reviews),Private,14 years old,"Mumbai,Maharashtra + 57 more",501-1k Employees (India)
